source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type,recomputed_condition,recomputed_gold,agrees_with_frozen
AgCensus2015-16 T14-16 SC/femaleShare/number/MediumvsSmall,AgCensus2015-16,T14-16,SC,femaleShare,number,MediumvsSmall,gender,medium holdings,small holdings,4,4,0,0,equal,c,"Table 15, PDF pages 63-64",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,female share within SC/Medium/number (M+F=309) versus SC/Small/number (M+F=2452),9.7087378641,12.6427406199,"raw female numerators=30,310; male values=279,2142; construction fact=f01996; stored gap=2.93 pp",recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T14-16 ST/Large/area/MvF,AgCensus2015-16,T14-16,ST,Large,area,MvF,gender,men,women,5,5,0,0,diff,a,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,M+F total for ST/Large/area=1434,93.1659693166,6.8340306834,raw male=1336; raw female=98; construction fact=f02009; stored gap=86.33 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T14-16 ST/Large/number/MvF,AgCensus2015-16,T14-16,ST,Large,number,MvF,gender,men,women,3,0,0,3,diff,a,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,M+F total for ST/Large/number=95,92.6315789474,7.3684210526,raw male=88; raw female=7; construction fact=f01984; stored gap=85.26 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T14-16 ST/Marginal/area/MvF,AgCensus2015-16,T14-16,ST,Marginal,area,MvF,gender,men,women,4,4,0,0,diff,a,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,M+F total for ST/Marginal/area=3413,87.1374157633,12.8625842367,raw male=2974; raw female=439; construction fact=f02010; stored gap=74.27 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T14-16 ST/Marginal/number/MvF,AgCensus2015-16,T14-16,ST,Marginal,number,MvF,gender,men,women,5,5,0,0,diff,a,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,M+F total for ST/Marginal/number=7127,86.5441279641,13.4558720359,raw male=6168; raw female=959; construction fact=f01985; stored gap=73.09 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T14-16 ST/Medium/number/MvF,AgCensus2015-16,T14-16,ST,Medium,number,MvF,gender,men,women,5,5,0,0,diff,a,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,M+F total for ST/Medium/number=703,90.1849217639,9.8150782361,raw male=634; raw female=69; construction fact=f01986; stored gap=80.37 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T14-16 ST/Small/number/MvF,AgCensus2015-16,T14-16,ST,Small,number,MvF,gender,men,women,5,0,0,5,diff,a,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,M+F total for ST/Small/number=2972,87.4158815612,12.5841184388,raw male=2598; raw female=374; construction fact=f01987; stored gap=74.83 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T14-16 ST/femaleShare/area/LargevsMedium,AgCensus2015-16,T14-16,ST,femaleShare,area,LargevsMedium,gender,large operated area,medium operated area,2,0,0,2,equal,c,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,female share within ST/Large/area (M+F=1434) versus ST/Medium/area (M+F=3985),6.8340306834,9.7867001255,"raw female numerators=98,390; male values=1336,3595; construction fact=f02022; stored gap=2.95 pp",recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T14-16 ST/femaleShare/area/MarginalvsMedium,AgCensus2015-16,T14-16,ST,femaleShare,area,MarginalvsMedium,gender,marginal operated area,medium operated area,4,4,0,0,equal,c,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,female share within ST/Marginal/area (M+F=3413) versus ST/Medium/area (M+F=3985),12.8625842367,9.7867001255,"raw female numerators=439,390; male values=2974,3595; construction fact=f02023; stored gap=3.08 pp",recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T14-16 ST/femaleShare/area/MarginalvsSmall,AgCensus2015-16,T14-16,ST,femaleShare,area,MarginalvsSmall,gender,marginal operated area,small operated area,2,2,0,0,equal,c,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,female share within ST/Marginal/area (M+F=3413) versus ST/Small/area (M+F=4202),12.8625842367,12.3988576868,"raw female numerators=439,521; male values=2974,3681; construction fact=f02024; stored gap=0.46 pp",recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T14-16 ST/femaleShare/number/LargevsMedium,AgCensus2015-16,T14-16,ST,femaleShare,number,LargevsMedium,gender,large holdings,medium holdings,2,0,0,2,equal,c,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,female share within ST/Large/number (M+F=95) versus ST/Medium/number (M+F=703),7.3684210526,9.8150782361,"raw female numerators=7,69; male values=88,634; construction fact=f01997; stored gap=2.45 pp",recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T14-16 ST/femaleShare/number/MarginalvsMedium,AgCensus2015-16,T14-16,ST,femaleShare,number,MarginalvsMedium,gender,marginal holdings,medium holdings,3,3,0,0,equal,c,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,female share within ST/Marginal/number (M+F=7127) versus ST/Medium/number (M+F=703),13.4558720359,9.8150782361,"raw female numerators=959,69; male values=6168,634; construction fact=f01998; stored gap=3.64 pp",recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T14-16 ST/femaleShare/number/MarginalvsSmall,AgCensus2015-16,T14-16,ST,femaleShare,number,MarginalvsSmall,gender,marginal holdings,small holdings,4,0,0,4,equal,c,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,female share within ST/Marginal/number (M+F=7127) versus ST/Small/number (M+F=2972),13.4558720359,12.5841184388,"raw female numerators=959,374; male values=6168,2598; construction fact=f01999; stored gap=0.87 pp",recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T14-16 ST/femaleShare/number/MediumvsSmall,AgCensus2015-16,T14-16,ST,femaleShare,number,MediumvsSmall,gender,medium holdings,small holdings,6,6,0,0,equal,c,"Table 16, PDF pages 65-66",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,female share within ST/Medium/number (M+F=703) versus ST/Small/number (M+F=2972),9.8150782361,12.5841184388,"raw female numerators=69,374; male values=634,2598; construction fact=f02000; stored gap=2.77 pp",recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 A&N Islands/All Classes/area/SCvsOthers,AgCensus2015-16,T2-4,A&N Islands,All Classes,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for A&N Islands/All Classes/area=21,0.0000000000,100.0000000000,raw SC=0; raw Others=21; construction fact=f00349; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 A&N Islands/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,A&N Islands,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for A&N Islands/All Classes/area=21,0.0000000000,100.0000000000,raw ST=0; raw Others=21; construction fact=f00350; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 A&N Islands/All/area/MarginalvsLarge,AgCensus2015-16,T2-4,A&N Islands,All,area,MarginalvsLarge,landholding,marginal operated area,large operated area,3,3,0,0,equal,c,"Table 2, PDF pages 25,26,30",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All Classes total for A&N Islands/All/area=21,9.5238095238,4.7619047619,raw Marginal=2; raw Large=1; construction fact=f01323; stored gap=4.76 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Andhra Pradesh/All Classes/area/SCvsOthers,AgCensus2015-16,T2-4,Andhra Pradesh,All Classes,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Andhra Pradesh/All Classes/area=8004,6.1719140430,88.4307846077,raw SC=494; raw Others=7078; construction fact=f00352; stored gap=82.26 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Andhra Pradesh/All Classes/area/SCvsST,AgCensus2015-16,T2-4,Andhra Pradesh,All Classes,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Andhra Pradesh/All Classes/area=8004,6.1719140430,5.3973013493,raw SC=494; raw ST=432; construction fact=f00351; stored gap=0.77 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Andhra Pradesh/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Andhra Pradesh,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Andhra Pradesh/All Classes/area=8004,5.3973013493,88.4307846077,raw ST=432; raw Others=7078; construction fact=f00353; stored gap=83.03 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Andhra Pradesh/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Andhra Pradesh,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Andhra Pradesh/All Classes/number=8524,8.5405912717,86.6963866729,raw SC=728; raw Others=7390; construction fact=f00001; stored gap=78.16 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
